input,reference,prediction_raw,prediction_clean,fold,chrf,bleu,geo,has_rep,pred_len,ref_len,len_ratio,ref_has_num,ref_words,input_len
translate Akkadian to English: i-na-ah-DINGIR IGI ša-lim-IŠTAR IGI a-šùr-<gap> IGI ma-sà-a-a IGI,"In the presence of Ēnah-ilī, of Šalim-Ištar of Aššur-<gap> of Mas(s)āya, of Aššur-mālik","Inah-ilī. Witnessed by Šalim-Ištar, by Aššur-<gap>, by Masaya.","Inah-ilī. Witnessed by Šalim-Ištar, by Aššur-<gap>, by Masaya.",0,36.41131990745186,11.866034074028105,20.786004009962127,False,62,87,0.7126436781609196,False,13,96
translate Akkadian to English: 8 ½ GÍN KÙ.BABBAR KI en-na-nim na-pá-hi-im 1 GÍN KÙ.BABBAR a-na NINDA ša-a-mì-im a-dì-na-kum ¾ GÍN mu-sú-ha-am a-dì-na-kum,"8.5 shekels of silver due from Ennānum, the blacksmith; 1 shekel of silver for buying bread I gave to you; 3 / 4 shekel of bad quality (silver) I gave you.",8 ½ shekels of silver is owed by Ennānum the smith.,8 ½ shekels of silver is owed by Ennānum the smith.,0,20.692445028290415,1.8666097578321255,6.214878904951547,False,51,155,0.32903225806451614,True,31,153
translate Akkadian to English: ŠÀ.BA 10 ma-na SÍG.HI.A,Thereof you have given me 10 minas of wool and 5 shekels of tin.,Thereof 10 minas of wool.,Thereof 10 minas of wool.,0,35.4066742495401,12.547530994780285,21.077626587644858,False,25,64,0.390625,True,14,54
translate Akkadian to English: 3 ma-na a É ub-ri a-dí-in 10 ma-na URUDU a-na ša bi4-lá-tim a-dí-in 7 ma-na URUDU a-tár-ku-a a-dí-in 3 ma-na URUDU a-dí pu-ru-uš-ha-tim ag-mur 3 GÍN KÙ.BABBAR i-na bu-ru-uš-ha-tim a-na kà-ri-im ša-du-a-tám a-dí-i 3 ma-na URUDU a gám-ri-im a-dí uš-bu-ga-tim 3 GÍN KÙ.BABBAR a É ub-ri i-na bu-ru-uš-ha-tim a-dí-in 1 ½ ma-na URUDU iš-tù,"I gave <gap> minas of -copper as wage of a porter until Šaladuwar, 20 minas of -copper I paid in Šaladuwar, 3 minas I gave to the inn, 10 minas of copper I gave to porters, 7 minas of copper I gave to Tarkua, 3 minas of copper I spent until Burušhattum, 3 shekels of silver in Burušhattum I deposited for the as -tax, 3 minas of copper for expenses until Ušbugattum, 3 shekels of silver I paid to the inn in Burušhattum, 1.5 mina of copper from Burušhattum until Šaladuwar I incurred (as expenses), 10 minas of copper were spent until I left Šaladuwar, <gap> minas of copper were spent when (the donkeys) were stabled in Wahšušana and at the inn, 1.5 mina of copper I incurred until Tuhpiya, 3 minas of copper I incurred until Durhumit.",I sold 3 minas to the house of the house; I sold 10 minas of copper to the paddock; I sold 7 minas of copper Atarkuwa;,I sold 3 minas to the house of the house; I sold 10 minas of copper to the paddock; I sold 7 minas of copper Atarkuwa;,0,9.00240089681259,0.24167695172877102,1.4750162056675924,False,118,736,0.16032608695652173,True,138,364
translate Akkadian to English: tur4-hu-mì-it a-dí kà-ni-iš-ki 5 ma-na SIG5 ik-šu-da-ni 3 ma-na URUDU a-dí wa-ah-šu-ša-na ag-mur <gap> 4 GÍN KÙ.BABBAR sà-he-er-tám al-qé-ma,"from Durhumit until Kanesh I incurred expenses of 5 minas of refined (copper), I spent 3 minas of copper until Wahšušana, I acquired and spent small wares for a value of 4 shekels of silver.",Tūrhumit received 5 minas of good quality; he checked 3 minas of copper until Wahšušana; I took 4 shekels of silver as small goods and <gap>,Tūrhumit received 5 minas of good quality; he checked 3 minas of copper until Wahšušana; I took 4 shekels of silver as small goods and <gap>,0,39.99989014778962,20.58469394095686,28.694694568232382,False,140,190,0.7368421052631579,True,35,171
translate Akkadian to English: a-na e-lá-ma ù kur-ub-IŠTAR qí-bi-ma um-ma i-dí-a-šur-ma 2 GÚ 10 ma-na AN.NA ku-nu-ki 50 TÚG ku-ta-ni qá-de8 ša li-wi-tim 3 ANŠE ṣa-lá-me-e mì-ma a-nim e-na-ah-DINGIR ip-qí-dam,"Say to Elamma and to Kurub-Ištar, thus Iddin-Aššur: 2 talents 10 minas of tin under seals, 50 -textiles, including those for wrapping (the tin), 3 black donkeys - all this Ēnah-ilī entrusted to me (for transport).","To Elamma and Kurub-Ištar from Iddin-Aššur: 2 talents 10 minas of sealed tin, 50 -textiles, including for the wrapping, 3 black donkeys - all this Enah-ilī entrusted to me.","To Elamma and Kurub-Ištar from Iddin-Aššur: 2 talents 10 minas of sealed tin, 50 -textiles, including for the wrapping, 3 black donkeys - all this Enah-ilī entrusted to me.",0,65.59497311404427,36.357514432671344,48.8351326577962,False,172,213,0.8075117370892019,True,36,207
translate Akkadian to English: mì-li-ik lu-qú-tí-ku-nu,"Consider what to do with your merchandise.""""",Take care with your goods.,Take care with your goods.,0,22.559519239442995,9.22364410103253,14.425012185610736,False,26,44,0.5909090909090909,False,7,54
translate Akkadian to English: um-ma dan-a-šur ù en-na-sú-in-ma a-na ir-ma-a-šur qí-bi4-ma 10 TÚG.HI.A ku-nu-ki ša ku-lu-ma-a en-um-a-šur ub-lam,"Thus Dān-Aššur and Ennam-Suen, say to Ir'am-Aššur: 10 textiles with the seals of Kulumāya Ennam-Aššur brought us.",From Dan-Aššur and Enna-Suen to Irma-Aššur: Ennam-Aššur brought 10 textiles sealed by Kulumaya.,From Dan-Aššur and Enna-Suen to Irma-Aššur: Ennam-Aššur brought 10 textiles sealed by Kulumaya.,0,53.671858901178545,6.333688471052886,18.4374844797866,False,95,113,0.8407079646017699,True,17,144
translate Akkadian to English: a-bar-ni-ú 1 TÚG,"Two of these are Abarnian ones, one is -textile.",Abarnian. 1 textile.,Abarnian. 1 textile.,0,32.79735276613103,3.826166065680266,11.202147927871483,False,20,48,0.4166666666666667,False,9,47
translate Akkadian to English: a-na ša-lá-du-a-ar ú-šé-ri-ib-šu-nu-ma 15 GÍN.TA ší-im-šu-nu i-dí-ni-a-tí-ma 2 ½ ma-na KÙ.BABBAR ku-nu-ki-ni en-um-a-šur,"Since there was no possibility to sell them here and these textiles are affected by moth, Ennam-Aššur brought them into Šaladuwar and he gave us 15 shekels apiece, the price made for them, and Ennam-Aššur is not on his way to you with 2.5 minas of silver under our seals.","I brought them to Šaladuwar and he gave their price at 15 shekels each, and Ennam-Aššur owed 2 ½ minas of silver under our seals.","I brought them to Šaladuwar and he gave their price at 15 shekels each, and Ennam-Aššur owed 2 ½ minas of silver under our seals.",0,38.94577082046838,14.582828296810137,23.83148104423661,False,129,271,0.47601476014760147,True,50,151
translate Akkadian to English: a-ma-kam a-na TÚG.HI.A a-al-DU10,"Over there let Āl-ṭāb get a judicial clearance with you concerning these textiles.""",There for the textiles.,There for the textiles.,0,18.370063441139063,2.8913504016979332,7.287955152836353,False,23,83,0.27710843373493976,False,13,63
translate Akkadian to English: 2 TÚG šu-lu-up-kà-ú 1 ma-na 9 GÍN KÙ.BABBAR it-bu-lu-ú,"2 -textiles (cost) 10 shekels of silver, 4 garments, 2 thin textiles (and) 2 Šulupkaean textiles cost 1 mina 9 shekels of silver.",2 Šulupka's textiles cost 1 mina 9 shekels of silver.,2 Šulupka's textiles cost 1 mina 9 shekels of silver.,0,40.56299833772132,14.346914486916921,24.1237200382578,False,53,129,0.4108527131782946,True,23,85
translate Akkadian to English: 24 ma-na AN.NA 1 ½ ma-na 7 GÍN KÙ.BABBAR,24 minas of tin cost 97 shekels of silver.,"24 minas of tin, 1 ½ mina 7 shekels of silver","24 minas of tin, 1 ½ mina 7 shekels of silver",0,72.18346266474248,30.66148710292676,47.045215586067805,False,45,42,1.0714285714285714,True,9,71
translate Akkadian to English: 1 ma-na KÙ.BABBAR a-na qá-tí-a ṭá-hi,"5 garments, 1 thin textile (and) 1 -textile (for) 1 mina of silver have been booked as my share.",1 mina of silver to my account.,1 mina of silver to my account.,0,18.851702340839775,4.5695404986191965,9.28135859205869,False,31,96,0.3229166666666667,True,19,67
translate Akkadian to English: 3 TÚG ša ṣú-ùh-ri-im ša a-bu-ša-lim,"4 kutānu-textiles of very fine quality, 3 garments for youngsters which Abu-šalim bought.",3 textiles belonging to Abu-šalim.,3 textiles belonging to Abu-šalim.,0,22.016177708279542,2.383515454163372,7.244025111034018,False,34,89,0.38202247191011235,True,13,66
translate Akkadian to English: 48 ma-na KÙ.BABBAR 2 ma-na KÙ.GI ša-du-a-tám a-šur-i-mì-tí,For 48 minas of silver (and) 2 minas of gold the -fee of Aššur-imittī <I paid?>.,48 minas of silver and 2 minas of gold: Aššur-imittī.,48 minas of silver and 2 minas of gold: Aššur-imittī.,0,55.75811882527967,19.954566718824996,33.356095428200454,False,53,80,0.6625,True,16,89
translate Akkadian to English: 16 GÍN KÙ.BABBAR KI a-šur-i-mì-tí 2 ma-na 5 GÍN,"16 shekels of silver are due from Aššur-imittī, 2 minas 5 shekels (due from?) hada'uni.",16 shekels of silver is owed by Aššur-imittī.,16 shekels of silver is owed by Aššur-imittī.,0,39.45161621658956,9.7302906185899,19.592745881077786,False,45,87,0.5172413793103449,True,15,78
translate Akkadian to English: 22 ma-na URUDU i-ṣé-er a-al-DU10 ša tù-ùh-pì-a a-al-DU10 DUMU,"22 minas of copper Āl-ṭāb from Tuhpiya owes to Āl-ṭāb, son of Aššur-ṭāb.",Ali-ṭāb owes 22 minas of copper to Ali-ṭāb from Tuhpiya.,Ali-ṭāb owes 22 minas of copper to Ali-ṭāb from Tuhpiya.,0,53.33786455947541,21.464785978426686,33.836161828958225,False,56,72,0.7777777777777778,True,13,92
translate Akkadian to English: lá-qé-ep URUDU a-na mì-šu-GAL iš-qú-ul,In the presence of Adad-bāni La-qēp paid the copper to Mīšur-rabi.,Lā-qēp paid the copper to Miššu-rabi.,Lā-qēp paid the copper to Miššu-rabi.,0,44.89065021281016,21.28139770959968,30.908506606132534,False,37,66,0.5606060606060606,False,11,69
translate Akkadian to English: KIŠIB PUZUR4-a-šur DUMU i-ku-pí-a KIŠIB dan-a-šur DUMU PUZUR4-a-šur KIŠIB pè-ru-a DUMU šu-up-ip-ra KIŠIB pè-ru-a DUMU a-ra-wa KIŠIB za-ba DUMU ha-nu KIŠIB lu-lu DUMU ha-bi lu-lu DUMU ha-bi ša IŠTAR-lá-ma-sí DAM ku-ni-lim e-hu-zu,"Seal of Puzur-Aššur, son of Ikūn-pīya, seal of Dān-Aššur, son of Puzur-Aššur, seal of Peruwa, son of Šuppibra, seal of Peruwa, son of Arawa, seal of Zaba, son of hanu, seal of Lullu, son of hapi, <that is> Lullu, son of hapi, who had married Ištar-lamassī, wife of Kūn-ilum.","Seal of Puzur-Aššur son of Ikūn-pīya, seal of Dan-Aššur son of Puzur-Aššur, seal of Peruwa son of Šupipra, seal of Peruwa son of Arawa, seal of Zaba son of hanu, seal of Lulu son of Habi, seal of Ištar-lamassī, wife of Kunilum.","Seal of Puzur-Aššur son of Ikūn-pīya, seal of Dan-Aššur son of Puzur-Aššur, seal of Peruwa son of Šupipra, seal of Peruwa son of Arawa, seal of Zaba son of hanu, seal of Lulu son of Habi, seal of Ištar-lamassī, wife of Kunilum.",0,67.20357683216085,39.38457828797491,51.446909848679695,False,227,274,0.8284671532846716,False,49,259
translate Akkadian to English: a-wa-tù-šu-nu i-gi5-im-ra-ma lu gám-ra-am ša a-na a-wi-il5-tim ig-mu-ru lu a-na ì-lí-a ša a-na ki-šar-ší-im i-ni-id-ú lu-lu gám-ra-am ig-mu-ru lu ša a-wi-il5-tim lu a ša ì-lí-a a-na mì-ma šu-um-šu a-na me-er-e ha-ni-im lu-lu DUMU ha-be lá,"After the lady had died, their affairs were were settled and for the expenses made for the lady, and those made for Iliya, who had been thrown into jail <and> whose expenses Lullu had paid, for both those made for the lady, and those made for Iliya, Lullu, son of hapi, will not raise any claims against the sons of hanum.","Their case has come up, both the agreement that was settled with the ladies or that was settled with the ladies or that was settled with the ladies or that was settled with the ladies or that was settled with the ladies or that was settled with the ladies or that was settled with Iliya for anything as his name to the sons of hanum, or for anything that was settled with the sons of hanum, or for anything that was settled with the sons of hanum.","Their case has come up, both the agreement that was settled with the ladies or",0,28.556200996887966,5.163593738890453,12.143007068845346,False,447,322,1.3881987577639752,False,61,269
translate Akkadian to English: iš-tù wa-ah-šu-ša-na a-dí kà-né-eš da-tum 1 ⅓ GÍN KÙ.BABBAR,From Wahšušana until Kaneš the road-tax amounted for me to 1.3333 shekel of silver.,From Wahšušana to Kanesh: 1 ⅓ shekel of silver.,From Wahšušana to Kanesh: 1 ⅓ shekel of silver.,0,41.361014831620366,20.15767529554973,28.874589293533163,False,47,83,0.5662650602409639,True,14,90
translate Akkadian to English: 1 GÍN a-na kà-ší-im,1 shekel (of silver) for the official.,1 shekel to the kaššum.,1 shekel to the kaššum.,0,21.577947699034798,9.911450612811139,14.624252560209877,False,23,38,0.6052631578947368,True,7,50
translate Akkadian to English: 10 GÍN KÙ.BABBAR a-ku-ul,"(Since) I passed some time in Kanesh, I consumed 10 shekels of silver.",10 shekels of silver Akul.,10 shekels of silver Akul.,0,30.596644624480202,8.590098392241092,16.2119766776516,False,26,70,0.37142857142857144,True,13,55
translate Akkadian to English: 1 GÍN KÙ.BABBAR a-na É wa-áb-ri i-na hu-ru-ma 1 GÍN KÙ.BABBAR i-na tí-mì-il5-ki-a a-na É wa-áb-ri 2 GÍN KÙ.BABBAR i-na ha-hi-im a-na É wa-áb-ri 1 GÍN KÙ.BABBAR i-na bu-ru-lim a-na É wa-áb-ri 10 GÍN KÙ.BABBAR iš-tù kà-né-eš a-di a-lim{ki} a-na ú-ku-ul-tí-a ag-mu-ur,1 shekel of silver for the inn in hurama; 1 shekel of silver in Timilkiya for the inn; 2 shekels of silver in hahhum for the inn; 1 shekel of silver in Burullum for the inn; 10 shekels of silver from Kanesh until the City I spent on my food.,1 shekel of silver for the guarantor's house in huruma;,1 shekel of silver for the guarantor's house in huruma;,0,16.47039565580277,0.9087639411460524,3.8688114025372373,False,55,241,0.22821576763485477,True,50,295
translate Akkadian to English: 3 ⅔ ma-na 2 GÍN AN.NA i,3 minas 42 shekels of tin owed by Aššur-rē'ī.,3 ⅔ minas 2 shekels of tin was owed by the City.,3 ⅔ minas 2 shekels of tin was owed by the City.,0,48.106409742439155,16.2617017151949,27.969484904454198,False,48,45,1.0666666666666667,True,9,54
translate Akkadian to English: IGI a-šur-dan IGI ir-ma-a-šur,"In the presence of Aššur-dān, of Ir'am-Aššūr.","Witnessed by Aššur-dan, by Irma-Aššur","Witnessed by Aššur-dan, by Irma-Aššur",0,24.178008397818488,4.923026124015933,10.910039732702032,False,37,45,0.8222222222222222,False,7,60
translate Akkadian to English: 5 ¼ GÍN KÙ.BABBAR i ṣí-ba-at 5 ma-na-im,5 1 / 4 shekels of silver from the interest on 5 minas is still due.,5 1 shekels of silver owed by 5 minas of silver.,5 1 shekels of silver owed by 5 minas of silver.,0,39.50374810603252,12.629025826182108,22.335931927324573,False,48,68,0.7058823529411765,True,16,70
translate Akkadian to English: 13 ¼ GÍN KÙ.BABBAR ší-im hu-sà-ri-ni ša i šu-pì-lu-li-a a-dí-nu iš-tí kà-ri-im tur4-hu-mì-it,"13 1 / 4 shekels of silver, the price of our lapis lazuli, which I sold in Šuppiluliya, is due from Durhumit colony.","13 1 shekels of silver, the price of our lapis lazuli, that I gave in Šupiluliya, with the Turhumit colony.","13 1 shekels of silver, the price of our lapis lazuli, that I gave in Šupiluliya, with the Turhumit colony.",0,67.38299748846555,43.854532767814646,54.36037041219904,False,107,116,0.9224137931034483,True,23,123
translate Akkadian to English: ù a-bu-um-ša-lim ša ki-ma a-šur-DU10 DUMU e-lá-ma a-na a-šùr-DU10 DUMU a-lá-hi-im iṣ-bu-tù-ni-a-tí-ma um-ma šu-nu-ma ší-im 21 GÚ 9 ma-na URUDU ma-sí-im ša a-šur-DU10 DUMU e-lá-ma ša i-na É-tí-kà i-ni-du a-na ší-mì-im ta-dí-šu um-ma a-šùr-DU10-ma a-dí-šu-ma 17 ⅚ ma-na 2 GÍN KÙ.BABBAR ší-im-šu na-áš-a-ku eq-lam a-šu-mì a-šur-DU10 DUMU e-lá-ma,"Lullu, Ennam-Aššur and Abu-šalim, representing Aššur-ṭāb, the son of Elamma, seized us against Aššur-ṭāb, son of Ali-ahum, and they said: As for the price of 21 talents 9 minas of purified copper belonging to Aššur-ṭāb, son of Elamma, which had been deposited in your house, did you sell it?"" Aššur-ṭāb answered: ""I sold it and its price, 17 minas and 53 shekels of silver, I have with me, it will go overland in the name of Aššur-ṭāb, son of Elamma"".","Also, Abum-šalim, the representatives of Aššur-ṭāb son of Elamma, seized us against Aššur-ṭāb son of Ali-ahum, and they said: The proceeds from 21 talents 9 minas of washed copper that were deposited in your house, were they gave it to purchases."" Aššur-ṭāb answered: ""I gave him, and I brought you the price of 17 ⅚ minas 2 shekels of silver. I shall give the food concerning Aššur-ṭāb son of Elamma.""","Also, Abum-šalim, the representatives of Aššur-ṭāb son of Elamma, seized us against Aššur-ṭāb son of Ali-ahum, and they said: The proceeds from 21 talents 9 minas of washed copper that were deposited in your house, were they gave it to purchases."" Aššur-ṭāb answered: ""I gave him, and I brought you the price of 17 ⅚ minas 2 shekels of silver. I shall give the food concerning Aššur-ṭāb son of Elamma.""",0,55.315442424975544,30.66835103563437,41.18778224158922,False,402,451,0.8913525498891353,True,80,373
translate Akkadian to English: IGI ú-ṣú-ur-ša-a-šur IGI i-ku-pí-a,In the presence of Uṣur-ša-Aššur (and) of Ikūppiya.,"Witnessed by Uṣur-ša-Aššur, by Ikūn-piya.","Witnessed by Uṣur-ša-Aššur, by Ikūn-piya.",0,38.03981935274155,4.410363736106612,12.952584290456397,False,41,51,0.803921568627451,False,8,65
translate Akkadian to English: a-ni-a-tim kà-ru-um bu-ur-uš-ha-tum i-dí-in-ni-a-tí-ma ší-bu-tí-ni IGI GÍR ša,"For this testimony the Burušhattum colony made us available and we gave our testimony before Aššur's dagger.""",These men Burušhatum colony gave us and our testimony before the dagger of the City.,These men Burušhatum colony gave us and our testimony before the dagger of the City.,0,44.494238857351995,10.197627106738862,21.301071716358457,False,84,109,0.7706422018348624,False,17,108
translate Akkadian to English: a be-ú-lá-tí-šu lá,(If) for his working capital he does not do the packing you (plur.) must not hire him.,<gap> of his working capitals.,<gap> of his working capitals.,0,26.54894949942358,1.8744693473806615,7.054444842921848,False,30,86,0.3488372093023256,False,17,49
translate Akkadian to English: i-nu-mì lu-qú-tám,When you entrust merchandise (for transport).,When the goods were sold.,When the goods were sold.,0,12.15886198434182,5.854497694024015,8.437062844929239,False,25,45,0.5555555555555556,False,6,48
translate Akkadian to English: a-na a-wi-lim sà-ri-im ša ki-ma,"(must it be) to a perfidious men, who replaces / represents?",To the man from representatives.,To the man from representatives.,0,21.544878743194477,0.0,0.0,False,32,60,0.5333333333333333,False,11,62
translate Akkadian to English: a-šur-lá-ma-sí,Aššur-lamassī?,Aššur-lamassī.,Aššur-lamassī.,0,91.10491360491362,0.0,0.0,False,14,14,1.0,False,1,45
translate Akkadian to English: a-ki-dí-e ša 1 ma-na KÙ ša-ma-nim,Buy from my funds Akkadian textiles for a value of 1 mina of silver?,Akkadian for 1 mina of silver.,Akkadian for 1 mina of silver.,0,36.25991415994843,14.51006149190752,22.937601970392194,False,30,68,0.4411764705882353,True,14,64
translate Akkadian to English: i-nu-mì ta-ga-ra-ni šu-ma 3 TÚG SIG5 ú ma-na-a lá ta-pá-qí-da,"As for a harnesser, when you are hiring one, (even) when it concerns (only) 3 textiles of fine quality and do not entrust them to <gap>""""",When you arrive you must not entrust 3 good textiles and my mina.,When you arrive you must not entrust 3 good textiles and my mina.,0,23.687398466251405,1.5528919147505713,6.064978941407538,False,65,137,0.4744525547445255,True,26,92
translate Akkadian to English: 22 ma-na URUDU ša i-dí-{d}MAR.TU DUMU šu-hu-nim a-na e-la-ma ha-bu-lu 1 GÚ 40 ma-na URUDU KI a-šur-SIPA DUMU i-dí-da i-ku-ul,"Of the 6 talents 22 minas of copper that Iddin-Amurrum, son of Šuhunum, owes to Elamma, 1 talent 40 minas of copper are due from Aššur-rē'ī, son of Idida, who used it.",22 minas of copper that Iddin-Amurrum son of Šu-hunum owes to Elama.,22 minas of copper that Iddin-Amurrum son of Šu-hunum owes to Elama.,0,37.86367558303662,7.040556304412268,16.327318819523594,False,68,167,0.40718562874251496,True,32,155
translate Akkadian to English: ší-tí URUDU-šu 4 GÚ 42 ma-na i-na li-bi i-dí-{d}MAR.TU,"The remainder of his copper, 4 talents 22 minas, Iddin-Amurrum still owes to me.","The rest of his copper, 4 talents 42 minas owed by Iddin-Amurrum.","The rest of his copper, 4 talents 42 minas owed by Iddin-Amurrum.",0,58.86335559538425,32.08583749001108,43.45894685505199,False,65,80,0.8125,True,14,85
translate Akkadian to English: iš-tù ha-mu-uš-tim ša na-áb-su-in ù DUMU i-tur4-DINGIR,"From the week of Nabi-Suen, son of Itūr-ilī, he will add an interest of 1.5!",Reckoned from the week of Nab-Suen and Itūr-ilī's son.,Reckoned from the week of Nab-Suen and Itūr-ilī's son.,0,41.29645302741925,7.541743856652242,17.64786873594279,False,54,76,0.7105263157894737,True,15,85
translate Akkadian to English: i ITU.KAM,mina per talent per month.,<gap> ma-na 10 GÍN KÙ.BABBAR ṣa-ru-pá-am <gap>,<gap> ma-na 10 GÍN KÙ.BABBAR ṣa-ru-pá-am <gap>,0,7.2144949975631505,3.0890553181566975,4.7208022771598195,False,46,26,1.7692307692307692,False,5,40
translate Akkadian to English: IGI da-da-ni IGI li-ba-a IGI lá-qé-ep,"Witnessed by Dadani, by Libbaya, by Lā-qēp.","Witnessed by Dadāni, by Libbaya, by Lā-qēp.","Witnessed by Dadāni, by Libbaya, by Lā-qēp.",0,89.58401535607418,70.71067811865478,79.58986414374627,False,43,43,1.0,False,7,68
translate Akkadian to English: 3 ½ ma-na 7 GÍN KÙ.BABBAR qá-sú ša ku-ni-lim 4 ½ ma-na-<gap> GÍN KÙ.BABBAR a-ha-ma <gap> ma-na KÙ.BABBAR ší-im 9 ku-ta-ni ù 2 šu-ru-tim,3 minas 37 shekels of silver the share of Kūn-ilum; 4.5 minas <gap> shekels separately; <gap> minas of silver the price of 9 -textiles and 2 dark textiles.,3 ½ minas 7 shekels of silver: the harness from Kunilum;,3 ½ minas 7 shekels of silver: the harness from Kunilum;,0,20.635573385271844,2.6162864783812565,7.347691584540743,False,56,155,0.36129032258064514,True,28,166
translate Akkadian to English: ma-na 2 GÍN KÙ.BABBAR ší-im AN.NA ù TÚG.HI.A iz-ku-am ša,"21 minas 42 shekels of silver the price of tin and textiles that became available, of the house of Ilī-<gap>.","<gap> mina 2 shekels of silver, the price of tin and textiles, cleared for me.","<gap> mina 2 shekels of silver, the price of tin and textiles, cleared for me.",0,50.20355171562797,29.104549830861192,38.225015011033165,False,78,109,0.7155963302752294,True,20,87
translate Akkadian to English: 4 GÚ 58 ma-na a-wi-it šu-IŠTAR 24 ma-na 10 GÍN qá-dum ú-ku-ul-tim,"4 talents 58 minas (of tin) the declared value of Šu-Ištar('s shipment), 24 minas 10 shekels (of tin), including the fodder, I paid.",4 talents 58 minas: the weight-stone of Šu-Ištar;,4 talents 58 minas: the weight-stone of Šu-Ištar;,0,24.907521390144023,2.9453208790640955,8.565082766449297,False,49,132,0.3712121212121212,True,23,96
translate Akkadian to English: 6 ½ GÍN iš-tù a-al kà-ni-ší-i,6.5 shekels (of tin) from the Town of the Kaneshites until Timilkiya.,6 ½ shekels reckoned from the week of Kanesh.,6 ½ shekels reckoned from the week of Kanesh.,0,27.47489571164331,6.4005180884547785,13.260979110939797,False,45,69,0.6521739130434783,True,12,60
translate Akkadian to English: 2 GÍN KÙ.BABBAR ù 2 GÍN AN.NA ig-re ANŠE iš-tù tí-mì-il5-ki-a a-dí hu-ra-ma áš-qúl,2 shekels of silver and 2 shekels of tin the hire of a donkey from Timilkiya until hurama I paid.,"I paid 2 shekels of silver and 2 shekels of tin, the caravan of a donkey, from Timilkiya to hurama.","I paid 2 shekels of silver and 2 shekels of tin, the caravan of a donkey, from Timilkiya to hurama.",0,71.08855459042358,47.63696334812462,58.19315139683676,False,99,97,1.0206185567010309,True,20,113
translate Akkadian to English: 4 ½ GÍN KÙ.BABBAR ù 4 ½ GÍN AN.NA ig-re ANŠE ù sá-ri-dí-im iš-tù hu-ra-ma a-dí kà-ni-iš áš-qúl,4.5 shekels of silver and 4.5 shekels of tin the hire of a donkey and a donkey-driver from hurama until Kanesh I paid.,"I paid 4 ½ shekels of silver plus 4 ½ shekels of tin, the wages of a donkey and a slave-girl, from hurama to Kanesh.","I paid 4 ½ shekels of silver plus 4 ½ shekels of tin, the wages of a donkey and a slave-girl, from hurama to Kanesh.",0,53.475188648689695,24.601372576927535,36.270691192309826,False,116,118,0.9830508474576272,True,23,125
translate Akkadian to English: mì-ma a-nim a-šu-mì šu-IŠTAR,All this I paid for the sake of Šu-Ištar.,All this on behalf of Šu-Ištar.,All this on behalf of Šu-Ištar.,0,47.31884547674585,20.024850746991504,30.78234588513016,False,31,41,0.7560975609756098,False,9,59
translate Akkadian to English: 1 ⅚ ma-na 3 ½ GÍN KÙ.BABBAR a-šùr-na-da DUMU er-nu-id ½ ma-na 3 ½ GÍN KÙ.BABBAR bé-ú-lá-at a-šùr-i-mì-tí DUMU ha-la-bi-im ⅓ ma-na 5 GÍN KÙ.BABBAR bé-ú-lá-at gal-da-a 1 ma-na KÙ.BABBAR KI gal-da-a iš-tù ITU.1.KAM ṣí-ip-im 1 ½ GÍN.TA i-na ITU.1.KAM ú-ṣa-áb li-mu-um a-bi-a DUMU šu-da-gán ⅚ ma-na ⅔ GÍN KÙ.BABBAR KI i-dí-a-šùr ša na-ah-ri-a 1 ½ GÍN.TA a-na 1 ma-na-im ú-ṣa-áb ⅚ ma-na 5 GÍN KÙ.BABBAR KI bur-sú-in 48 ma-na URUDU KI,"1 mina 56.5 shekels of silver (with) Aššur-nādā, son of Ernu''id; 33.5 shekels of silver, working capital of Aššur-imittī, son of hali-abum; 25 shekels of silver, working capital of Galdaya; 1 mina of silver with Galdaya, from month VII he will add (as interest) 1.5 shekel per month, eponymy of Abiya son of Šu-Dagan; 50.6666 shekels of silver due from Iddin-Aššur of Nahriya; he will add 1.5 shekel per mina (as interest); 55 shekels of silver with Būr-Suen; 48 minas of copper with habtuniš; 1 mina 15 shekels (with) Šalim-Aššur, son of Uphāqum; 2 talents 13 minas of copper with Ilī-bāni, son of Ibni-ilī; 0.8333 mina of silver with Aššur-bāni, son of Sukkuku; 8.5 minas of silver with Šuli, son of Ellil-ilī, from month II / III he will add 1.5 shekel per mina, eponymy of Šu-Ištar.","1 ⅚ mina 3 ½ shekels of silver: Aššur-nādā son of Ernuid; ½ mina 3 ½ shekels of silver: the working capital of Aššur-imittī son of halābum; 25 shekels of silver: the working capital of Galdaya; 1 mina of silver is owed by Galdaya; reckoned from the month 11, he will pay interest at the rate 1 ½ shekel per month. Eponymy of Abiya son of Šu-Dagān; ⅚ mina ⅔ shekels of silver is owed by Iddin-Aššur from Nahriya; he will pay interest at the rate 1 ½ shekel per mina. ⅚ mina 5 shekels of","1 ⅚ mina 3 ½ shekels of silver: Aššur-nādā son of Ernuid; ½ mina 3 ½ shekels of silver: the working capital of Aššur-imittī son of halābum; 25 shekels of silver: the working capital of Galdaya; 1 mina of silver is owed by Galdaya; reckoned from the month 11, he will pay interest at the rate 1 ½ shekel per month. Eponymy of Abiya son of Šu-Dagān; ⅚ mina ⅔ shekels of silver is owed by Iddin-Aššur from Nahriya; he will pay interest at the rate 1 ½ shekel per mina. ⅚ mina 5 shekels of",0,42.705324734116296,14.535353640784239,24.91459406361883,False,485,787,0.6162642947903431,True,137,458
