oare_id,akk_orig,eng_orig,fwd_pred,n_sents,akk_roundtrip,chrf_roundtrip,akk_orig_bytes,akk_roundtrip_bytes
ce69dae3-6b1a-4fce-802e-35eec4e70325,um-ma i-ku-pí-a-ma dan-a-šur ù ša-lim-wa-ar-dí-ma a-na en-um-a-šur qí-bi-ma 2 GÚ URUDU SIG₅ dan-a-šur iš-qú-ul-ni-a-tí 3 ša-áb-ra-tim lá iš-bi-ir-ma 15 GÍN ša-qá-lá-am qá-bi nu-ša-aḫ-li-il₅ ṭup-pu-šu šé-bi-lam 3 GÚ URUDU SIG₅ i ší-im AN.NA-kà ù TÚG.ḪI-tí-kà 5 GÚ URUDU SIG₅ ku-nu-ki-ni šu-nu-nu na-áš-a-ku-um URUDU ša ki-ma sá-li-a né-ri-iš-ma ta-dá-na-am lá i-mu-ú a-du-um lu-lá-im ša ta-áš-pu-ra-ni lu-lá-um lá-šu a-dí 5 u₄-me ša-lim-wa-ar-dí i-za-ku-ma ni-ṭá-ra-dam 3 ma-na URUDU a qá-tí-šu ni-dí-in,"From Ikūn-pīya, Dan-Aššur and Šalim-wardī to Ennam-Aššur: Dan-Aššur has paid us 2 talents of good copper. He did not break the 3 blocks, and he promised to pay 15 shekels. We <gap> Send his tablet. Šu-Nūnu brings you 3 talents of good copper from the proceeds from your tin and your textiles, (in all) 5 talents of good copper under our seals. We asked for copper from Salliya's representatives but they would not give it. As to the you wrote about, there is no none. Within 5 days Šalim-wardī will be cleared and we shall send him. We gave him 3 minas of copper to dispose of. ","From Ikūn-pīya, Dan-Aššur and Šalim-wardī to Ennam-Aššur: Dan-Aššur has paid us 2 talents of good copper. He has not broken 3 paddocks, but he has promised to pay 15 shekels. We have <gap> Send his tablet. Šu-Nūnu brings you 3 talents of good copper from the proceeds of your tin and your textiles, 5 talents of good copper under our seals. We asked for copper from Salliya's representatives, but they would not give it. Concerning the affair you wrote me about, there is no affair for me.",8,um-ma i-ku-pí-a dan-a-šur ù ša-lim-wa-ar-dí-ma a-na en-um-a-šur qí-bi-ma 2 GÚ URUDU SIG₅ dan-a-šur iš-qú-ul-ni-a-tí 3 ša-pá-ar-tim lá ú-bi₄-il₅-ma 15 GÍN ša-qá-lam iq-bi₄ ṭup-pu-šu nu-šé-ba-lam <gap> ṭup-pu-šu šé-bi-lam 3 GÚ URUDU SIG₅ ša ší-im AN.NA-ki-kà ù ṣú-ba-tí-kà 5 GÚ URUDU SIG₅ ku-nu-ki-ni šu-nu-nu na-áš-a-kum URUDU ša ki-ma sà-li-a ni-eš-ru-ma lá i-du-nu-šu-um a-na ša ta-áš-pu-ra-ni lá-šu lá-šu a-na 5 u₄-me-e ša-lim-ar-dí i-za-ku-ur-ma nu-šé-ba-lam 3 ma-na URUDU a-na qá-tí-šu ni-dí-in,67.3567505303095,579,576
3859a030-2bde-450a-be7f-44926917c899,i-sú-ri-ik a-na a-lim{ki} i-lá-ak-ma É-tí-šu ša bu-ri-im a-šar a-ni ša-lim-a-šùr wa-áš-bu-ni a-na tù-ud-ḫi-li-a a-ḫu tù-li a-na ší-mì-im i-dí-šu-nu a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in IGI sú-kà-lí-a DUMU a-mur-a-šùr IGI a-ku-za DUMU šu-a-nim IGI ú-ra-a DUMU ma-na na,"As Issu-arik will go to the City, he sold his houses by the well, where at present Šalim-Aššur is living, to Tudhiliya the brother of Tuli. The Kanesh colony gave us for these proceedings, and we gave a tablet with our testimony before the dagger of Aššur. Witnessed by Sukkalliya son of Amur-Aššur, by Akuza son of Šu-Anum, by Uraya son of Manana.","Issu-arik will go to the City and he sold his houses by the well, where at present Šalim-Aššur is living, to Tudhiliya the brother of Tuli. The Kanesh colony gave us for these proceedings, and we gave a tablet with our testimony before the dagger of Aššur. Witnessed by Sukkalliya son of Amur-Aššur, by Akuza son of Šu-Anum, by Uraya son of Manana.",3,i-sú-rik₁₃ a-na a-lim{ki} i-lá-ak-ma É-tí-šu ša bu-ri-im a-šar a-ni-im ša-lim-a-šùr wa-áš-bu a-na tù-ud-ḫa-li-a a-ḫu tù-li a-na ší-mì-im i-dí-in a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma ṭup-pá-am ší-bu-tí-ni IGI GÍR ša a-šùr ni-dí-in IGI sú-kà-lí-a DUMU a-mur-a-šur IGI a-ku-za DUMU šu-a-nim IGI ú-ra-a DUMU ma-na-na,87.42628744887756,383,382
4359bb9c-25a6-4c10-98df-e9166adea494,KIŠIB ú-zu-a KIŠIB i-dí-a-bi-im KIŠIB sú-kà-lim DUMU i-dí-sú-in 11.5 ma-na URUDU ší-ku-um i-ṣé-er sú-kà-lim lu-zi i-šu ITU.KAM áb-ša-ra-ni li-mu-um ku-bi-a ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb,"Seal of Uzua, seal of Iddin-abum, seal of Sukkallum son of Iddin-Suen. Sukkallum owes 11.5 minas of -copper to Luzi. Month Ab-šarrāni, eponymy Kūbiya. He must add interest in accordance with the rule of the colony.","Seal of Uzua, seal of Iddin-abum, seal of Sukkallum son of Iddin-Suen. Sukkallum owes 11.5 minas of -copper to Luzi. Month Ab-šarrāni, eponymy Kūbiya. He must add interest in accordance with the rule of the colony.",4,KIŠIB ú-zu-a KIŠIB i-dí-a-bi-im KIŠIB sú-kà-lim DUMU i-dí-sú-in 11.5 ma-na URUDU ší-ku-um i-ṣé-er sú-kà-lim lu-zi i-šu ITU.1.KAM áb-ša-ra-ni li-mu-um ku-bi-a ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb,97.53982918897024,224,226
2b5b13f1-3c54-4376-bc8d-eba69841918c,8 ma-na KÙ.BABBAR ṣa-ru-pá-am PUZUR₄ <gap> a-na i-dí-a-bi-im i-dí-in i-na a-lim{ki} šu-mì DAM.GÀR-ri-im 2 ma-na KÙ.GI i-lá-pá-at IGI la-qé-pí-im IGI la-qé-ep DUMU {d}EN.LÍL-ba-ni,"Puzur-<gap> gave 8 minas of refined silver to Iddin-abum. He will book 2 minas of gold in the name of a merchant in the City. Witnessed by Lā-qēpum, by Lā-qēp s. of Illil-bāni.","Puzur-<gap> gave 8 minas of refined silver to Iddin-abum. He will book 2 minas of gold in the name of a merchant in the name of a merchant. Witnessed by Lā-qēpum, by Lā-qēp s. of Illil-bāni.",4,8 ma-na KÙ.BABBAR ṣa-ru-pá-am PUZUR₄ <gap> a-na i-dí-a-bi-im i-dí-in 2 ma-na KÙ.GI i-na a-lim{ki} a-šu-mì DAM.GÀR i-lá-pá-at IGI lá-qé-pí-im IGI lá-qé-pí-im DUMU lá-qé-pí-im KIŠIB {d}EN.LÍL-ba-ni,78.66311058155682,196,220
1dde2224-e434-4e76-85df-4a3b64f9c64c,um-ma ì-lí-dan-ma a-na en-nam-a-šur qí-bi₄-ma a-ḫi a-ta be-lí a-ta <gap> ta-li-kam-ma <gap> tù-ša-<gap> ma-lá <gap> i <gap> dí iš <gap> li-mu-tù <gap> a-dí-i ṭup-pu lá i-mu-tù-ú gi₅-mì-li-kà-a lá a-ga-mì-il₅-kà-a ù KÙ.BABBAR maš-qá-al-ta-kà mì-ma ú-la a-ša-qá-la-kum,"From Ilī-dan to Ennam-Aššur: My dear brother and lord, <gap> you came <gap> let (the tablets) be invalid. As long as the tablets have not been invalidated at all, I shall by no means show you any favours and I shall not make any payments in silver to you.","From Ilī-dan to Ennam-Aššur: My dear brother and lord, <gap> you came and <gap> the tablets have been invalidated. As long as the tablets have not been invalidated, I shall not forgive you any favours, so I shall not pay you any silver.",2,um-ma ì-lí-dan-ma a-na en-um-a-šur qí-bi-ma a-ḫi a-ta be-lí a-ta <gap> ta-li-kam <gap> li-dí-in a-dí ṭup-pu-ú lá i-mu-tù gi-mì-li-kà ú-lá a-ga-mì-lá-ku-um ú KÙ.BABBAR mì-ma ú-lá a-ša-qá-lam,48.703042099216184,305,216
8ac276ba-d9a1-49cc-bde0-625e78800f72,KIŠIB i-dí-a-šur DUMU ì-lí-dan KIŠIB a-šur-SIPA DUMU i-dí-da KIŠIB e-lá-ma DUMU i-dí-sú-en₆ KIŠIB PUZUR₄.IŠTAR DUMU a-šur-ma-lik ší-ma-at i-dí-a-šur DUMU ì-lí-dan be-el ší-ma-tí-a a-na ba-áb DINGIR lá ú-šé-ru-du ša ú-šé-ru-du 10 ma-na KÙ.BABBAR i-ša-qal,"Seal of Iddin-Aššur, son of Ilī-dān, seal of Aššur-rē'ī, son of Idida, seal of Elamma, son of Iddin-Suen, seal of Puzur-Ištar, son of Aššur-mālik. Testament of Iddin-Aššur, son of Ilī-dān. They shall not lead my testamentary executors down to the Gate of the God. Who does lead them down shall pay 10 minas of silver.","Seal of Iddin-Aššur, son of Ilī-dān, seal of Aššur-rē'ī, son of Idida, seal of Elamma, son of Iddin-Suen, seal of Puzur-Ištar, son of Aššur-mālik. Testament of Iddin-Aššur, son of Ilī-dān. They do not lead my testamentary testamentary testamentary testamentary testamentary testamentary testamentary testamentary testamentary testamentary testamentary testamentary testamentary testamentary testamentary testamentary testamentary testamentary testamentary testamentary testamentary testamentary",4,KIŠIB i-dí-a-šur DUMU ì-lí-dan KIŠIB a-šur-SIPA DUMU i-dí-da KIŠIB e-lá-ma DUMU i-dí-sú-en₆ KIŠIB PUZUR₄.IŠTAR DUMU a-šur-ma-lik ší-bu-tù-šu ša i-dí-a-šur DUMU ì-lí-dan a-bu-ú-a ší-bu-tí-a a-na ba-áb DINGIR lá ú-šé-ru-du šu-ma i-šé-ru-šu-nu 10 ma-na KÙ.BABBAR i-ša-qal,86.12522534975366,292,311
a1d9a827-0894-4474-9075-9cf1ebbb9d43,4 GÍN KÙ.BABBAR li-tí i-ṣé-er a-šur-ta-ak-lá-ku DUMU a-a-a šu-be-lúm i-šu iš-tù ḫa-mu-uš-tim ša a-šur-ta-ak-lá-ku ù e-me-me a-na ITU.KAM i-ša-qal šu-ma i-na ú-mì-šu ma-al-ú-tim lá iš-qúl 22.5 ŠE KÙ.BABBAR i-na ITU.KAM ú-ṣa-áb li-mu-um a-šur-na-da IGI a-šur-i-dí,4 shekels of -silver Aššur-taklāku son of A'aya owes to Šu-Bēlum. Reckoned from the week of Aššur-taklāku and Ememe he will pay within a month. If he does not pay when his term is due he will add 1 / 8 shekel of silver per month. Year eponymy of Aššur-nādā. Witnessed by Aššur-idī.,"4 shekels of -silver Aššur-taklāku son of A'aya owes to Šu-Bēlum. Reckoned from the week of Aššur-taklāku and Ememe he will pay within a month. If he does not pay when his term is up, he will add 22.5 grains of silver per month. Eponymy of Aššur-nādā. Witnessed by Aššur-idī.",5,4 GÍN KÙ.BABBAR li-tí i-ṣé-er a-šur-ta-ak-lá-ku DUMU a-a-a šu-be-lúm i-šu iš-tù ḫa-mu-uš-tim ša a-šur-ta-ak-lá-ku ù e-me-me a-na ITU.KAM i-ša-qal šu-ma i-na ma-lá u₄-me-šu lá iš-qú-ul 22.5 ŠE KÙ.BABBAR i-na ITU.KAM ú-ṣa-áb KIŠIB a-šur-na-da li-mu-um a-šur-na-da IGI a-šur-i-dí,88.3264711063983,299,316
4aac0b6b-c7eb-4efb-b988-2df596dad287,KIŠIB a-šùr-DU₁₀ DUMU a-ḫu-wa-qar KIŠIB šu-a-nim DUMU a-ki-a-nim KIŠIB a-šur-du-gul DUMU im-da-ḫi KIŠIB a-šur-DU₁₀ DUMU i-dí-ba-ni 12 GÍN KÙ.BABBAR i-ṣé-er a-šùr-DU₁₀ DUMU i-dí-ba-ni en-na-sú-in i-šu ITU.KAM na-ar-ma-ak-a-šur li-mu-um e-lá-li DUMU i-ku-nim ṣí-ib-tám ki-ma a-wa-at kà-ri-im kà-né-eš ú-ṣa-áb,"Seal of Aššur-ṭāb, son of Ahu-waqar, seal of Šu-Anim, son of Akiānum, seal of Aššur-dugul, son of Imdī-ahī, seal of Aššur-ṭāb, son of Idi-bāni, Ennam-Suen has a claim of 12 shekels of silver on Aššur-ṭāb, son of Idi-āni; month II / III, eponymy of Elalī, son of Ikūnum. He will add interest according to the regulation of of the Kanesh colony.","Seal of Aššur-ṭāb, son of Ahu-waqar, seal of Šu-Anum, son of Akiānum, seal of Aššur-dugul, son of Imdī-ahī, seal of Aššur-ṭāb, son of Idi-bāni, Ennam-Suen owes 12 shekels of silver to Ennam-Suen. Month Narmak-Aššur, eponymy Elālī, son of Ikūnum. He will add interest in accordance with the rule of the Kanesh colony.",2,KIŠIB a-šur-DU₁₀ DUMU a-ḫu-wa-qar KIŠIB šu-a-nim DUMU a-ki-a-nim KIŠIB a-šur-du-gul DUMU im-da-ḫi KIŠIB a-šur-DU₁₀ DUMU ì-dí-ba-ni 12 GÍN KÙ.BABBAR i-ṣé-er a-šur-DU₁₀ DUMU ì-dí-ba-ni en-na-sú-in i-šu ITU.KAM na-ar-ma-ak-a-šur li-mu-um e-lá-lí DUMU i-ku-nim kà-ri-im kà-ni-iš ṣí-ib-tám ú-ṣa-áb,81.26192502119014,356,342
d65e3010-290f-4aff-9bca-73b9949908d3,a be-ú-lá-tí-šu lá i-da-ra-kam lá ta-ga-ra-šu i-nu-mì lu-qú-tám ta-pá-qí-da-ni a-na a-wi-lim sà-ri-im ša ki-ma a-šur-lá-ma-sí i-na maš-kà-tí-a ší-ma-am ša a-ki-dí-e ša 1 ma-na KÙ ša-ma-nim kà-ṣa-ra-am i-nu-mì ta-ga-ra-ni šu-ma 3 TÚG SIG₅ ú ma-na-a lá ta-pá-qí-da a,"(If) for his working capital he does not do the packing you (plur.) must not hire him. When you entrust merchandise (for transport). (must it be) to a perfidious men, who replaces / represents? Aššur-lamassī? Buy from my funds Akkadian textiles for a value of 1 mina of silver? As for a harnesser, when you are hiring one, (even) when it concerns (only) 3 textiles of fine quality and do not entrust them to <gap>""""","<gap> he does not drag you for his working capital, do not drag him. When you entrust merchandise to the merchant, the representative of Aššur-lamassī. Of my funds you must buy Akkadian textiles worth 1 mina of silver. When you entrust merchandise to me, if you have not entrusted 3 Akkadian textiles and do not entrust them to Manaya. When you entrust merchandise to me, do not entrust 3 fine textiles and then do not entrust them to Manaya.",6,a-na be-ú-lá-tí-šu lá i-sà-ḫu-ra-ku-um lá tù-ga-me-ra-šu i-nu-mì lu-qú-tám tù-pá-qí-da <gap> a-na a-we-li sà-sà-tim ša ki-ma i-a-tí a-šur-lá-ma-sí <gap> i-na ma-aḫ-ri-a TÚG a-ki-dí-e ša 1 ma-na KÙ.BABBAR ša-ma-nim kà-ṣa-ar i-nu-mì ta-ag-ra-ni šu-ma 3 TÚG SIG₅ ù a-na <gap> lá ta-pá-qí-da <gap>,59.456011140297115,303,336
a93199e0-142c-483c-b8ed-e42d79678063,2 me-at ŠE.AM i-na ṣí-im-dim ša-bu-tim a-lam šu-ut-ma ú-ma-lá iš-tí en-nam-a-šur 2 me 50 BANEŠ ŠE-am i-na ṣí-im-dim ša-bu-tim a-lam šu-ut-ma ú-ma-lá iš-tí a-ba-a 42 ŠE-am i-na ṣí-im-dim ša-bu-tim iš-tí a-šur-ta-ak-lá-ak 1 me-at 4 BANEŠ ŠE.AM i-na ṣí-im-dim ša-bu-tim a-lam šu-ut-ma ú-ma-lá iš-tí a-ba-a a-né-ma i-ma-da-ad 3 ṭup-pu-ú 8 BANEŠ ŠE-am KI e-wa-ar-nim 50 BANEŠ ŠE-am a-lam₅{ki} šu-ut-ma ú-ma-lá KI en-nam-{d}IM DUMU šu-na-a,"200 measures of barley - by the 3--measure of <gap> he himself will complement (it in?) the City - are with Ennam-Aššur. 250 3-measure of barley - by the 3-measure of <gap> he himself will complement (it in?) the city - are with Abaya. 42? measures of barley, by the 3 -measure of <gap>, are with Aššur-taklāk. 104 3--measures of barley - by the 3--measure of <gap> - he himself will complement (it in?) the city - are with Abaya. He shall measure it out now. Three tablets. 8 3--measures of barley with Ewarnum; 50 3--measures of barley - he himself will complement (it in?) the city - are with Ennam-Adad, son of Šunāya.",200 measures of barley - at the expense of <gap> he will complement in the City - with Ennam-Aššur. 250 measures of barley - at the expense of <gap> he will complement in the City - with Abaya. 42 measures of barley - at the expense of <gap> he will complement in the City - with Abaya. He will make him made now. 3 tablets. 8 measures of barley due from Ewarnum. 50 measures of barley - at the expense of <gap> he will complement in the City - with Ennam-Adad son of Aššur-bēl-awātim.,8,2 me-at Ì.GIŠ i-na 3-ší-im ša <gap> a-lim{ki} šu-ut-ma ú-ma-lá iš-tí en-um-a-šur i-ba-ší 2 me-at 50 Ì.GIŠ ŠE-um i-na 3 ŠE-um ša <gap> šu-ut-ma ú-ma-lá iš-tí a-ba-a i-ba-ší 42 ma-na 2 GÍN KÙ.BABBAR ṣa-ru-pá-am il₅-ta-qé ší-im ŠE-am i-na 3 ku-ta-ni ša <gap> iš-tí a-šur-ta-ak-lá-ak i-ba-ší 1 me-at 4 ku-ta-ni ŠE-am i-na ṣé-er <gap> a-lim{ki} šu-ut-ma ú-ma-lá iš-tí a-ba-a i-ba-ší a-na-kam i-ma-qú-ut 3 ṭup-pu-ú ší-it-ru-tum 8 3-ší-ta ŠE-am iš-tí e-wa-ar-nim 50 3-ší-ta ŠE-am a-lá-an šu-ut-ma ú-ma-lá iš-tí en-um-{d}IM DUMU šu-na-a i-ba-ší,51.66621384860408,489,613
b575f2c1-e228-4afe-a720-65f70fc7e639,10 ma-na KÙ.BABBAR ṣa-ru-pá-am tù-ur-a-a DUMU ú-zu-a i-na ší-im SÍG.ḪI.A ša ú-ší-na-lam il₅-qé IGI a-šùr-i-mì-tí DUMU du-dí-ki IGI en-na-sú-in IGI a-šùr-e-mu-qí DUMU i-ku-nim IGI a-šùr-DU₁₀ DUMU en-na-sú-in DUMU za-li-dí,"Tūraya son of Uzuwa has received 10 minas of refined silver from the proceeds of Ušinalam's wool. Witnessed by Aššur-imittī son of Dudiki, by Enna-Suen, by Aššur-emūqī son of Ikūnum, by Aššur-ṭāb son of Enna-Suen, (grand)son of Zalidī.","Tūraya son of Uzuwa has received 10 minas of refined silver from the proceeds of Ušinalam's wool. Witnessed by Aššur-imittī son of Dudiki, by Enna-Suen, by Aššur-emūqī son of Ikūnum, by Aššur-ṭāb son of Enna-Suen, (grand)son of Zalidī.",2,10 ma-na KÙ.BABBAR ṣa-ru-pá-am tù-ur-a-a DUMU ú-zu-a i-na ší-im SÍG.ḪI.A ša ú-ší-na-lam il₅-qé IGI a-šùr-i-mì-tí DUMU du-dí-ki IGI en-na-sú-in IGI a-šùr-e-mu-qí DUMU i-ku-nim IGI a-šùr-DU₁₀ DUMU en-na-sú-in DUMU za-li-dí,100.0,255,255
bca184e1-614f-484c-b441-67f5a5696b3c,36 GÚ SÍG.ḪI.A ša ì-lí-dan ša i-na É ir-i-bi₄-im i-ba-ší-ú en-um-a-šur iṣ-ba-at um-ma šu-ut-ma lá tù-šar tù-šar-ma i-na É-tí <gap>,"Ennam-Aššur has seized 36 talents of wool belonging to Ilī-dan that was in Irʾibum's house. He said: You must not release it. If you release it, in the house<gap>""""","Ennam-Aššur has seized 36 talents of wool belonging to Ilī-dan that was in Ir'ibum's house. He said: You must not release it. If you release it in the house<gap>""""",3,36 GÚ SÍG.ḪI.A ša ì-lí-dan ša i-na É ir-i-bi₄-im i-ba-ší-ú en-um-a-šùr iṣ-ba-at um-ma šu-ut-ma lá tù-šar šu-ma tù-ša-ra-šu i-na be-tim <gap>,81.73889637869178,155,166
83f611ec-6cf6-4f07-9604-62abcb1e6fa3,13.3333 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-dí-a-bi₄-im a-mur-IŠTAR i-šu u₄-mu-šu ma-al-ú IGI a-šur-e-mu-qí IGI en-nam-a-šur DUMU me-na-a,"Iddin-abum owes 13.3333 minas of silver to Amur-Ištar. His term has expired. Witnessed by Aššur-emūqi, by Ennam-Aššur son of Menaya.","Iddin-abum owes 13.3333 minas of refined silver to Amur-Ištar. His term has expired. Witnessed by Aššur-emūqi, by Ennam-Aššur son of Menaya.",3,13.3333 ma-na KÙ.BABBAR i-ṣé-er i-dí-a-bi₄-im a-mur-IŠTAR i-šu u₄-mu-šu ma-al-ú IGI a-šur-e-mu-qí IGI en-nam-a-šur DUMU me-na-a,90.72814766405794,158,143
302489d1-fcff-430f-84c5-a1fb567c8e55,41 ma-na 11.5 GÍN KÙ.BABBAR ṣa-ru-pá-am ku-nu-ku ša ki-ma šu-a-tí ú ku-nu-ki-a 3 né-pí-šu a-ḫa-ma 0.6666 ma-na 1 GÍN KÙ.BABBAR ša-du-a-sú mì-ma a-nim a-na šu-nu-nu ù ì-lí-áš-ra-ni áp-qí-id-ma a-na ṣé-er ša-lim-a-šur a-na a-lim{ki} ub-lu a-ḫa-ma 5 GÍN KÙ.BABBAR a-na ú-ku-ul-tí-šu-nu a-dí-šu-nu-tí IGI a-ḫu-wa-qar DUMU šu-IŠTAR IGI ba-zi-a DUMU DINGIR-ku-ru-ub IGI DUMU qar-da-a a-ḫa-ma 10 GÍN KÙ.BABBAR a bé-a-lim a-na šu-nu-nu 7 GÍN KÙ.BABBAR a-na ì-lí-áš-ra-ni ma-aḫ-ri-šu-nu a-dí-in,"41 minas 11.5 shekels of refined silver, sealed by your representatives and by me - 3 packages; further, 0.6666 mina 1 shekel of silver, its transport tariff - all this I entrusted to Šu-Nūnu and Ilī-ašrannī, and they brought it to Šalim-Aššur in the City. Furthermore, 5 shekels of silver I gave them for their food. Witnessed by Ahu-waqar son of Šu-Ištar, by Baziya son of Ilī-kurub, by the son of Qardaya. Furthermore, I gave 10 shekels of silver to Šu-Nūnu as a working capital and 7 shekels of silver to Ilī-ašrannī witnessed by them.","41 minas 11.5 shekels of refined silver, sealed by his representatives and by me - in three packages; further, 0.6666 mina 1 shekel of silver, its transport tariff - all this I entrusted to Šu-Nūnu and Ilī-ašrannī, and they brought it to Šalim-Aššur in the City. Furthermore, I gave them 5 shekels of silver for their food. Witnessed by Ahu-waqar son of Šu-Ištar, by Baziya son of Ilī-kurub, by the son of Qardaya. Furthermore, I gave 10 shekels of silver to Šu-Nūnu as a working capital. In the pr",4,41 ma-na 11.5 GÍN KÙ.BABBAR ṣa-ru-pá-am ku-nu-ki ša ki-ma ku-a-tí ù ku-nu-ki-a 3 né-pí-šu a-ḫa-ma 0.6666 ma-na 1 GÍN KÙ.BABBAR ša-du-a-sú mì-ma a-nim a-na šu-nu-nu ù ì-lí-áš-ra-ni áp-qí-id-ma a-ṣé-er ša-lim-a-šùr a-na a-lim{ki} ub-lu a-ḫa-ma 5 GÍN KÙ.BABBAR a-na ú-ku-ul-tí-šu-nu a-dí-in IGI a-ḫu-wa-qar DUMU šu-IŠTAR IGI ba-zi-a DUMU DINGIR-kur-ub IGI DUMU qar-da-a a-ḫa-ma 10 GÍN KÙ.BABBAR a-na šu-nu-nu a-na be-a-lim ù 7 GÍN KÙ.BABBAR a-na ì-lí-áš-ra-ni IGI šu-nu-ni a-dí-in,85.37571192574033,547,535
56727b0e-4185-4be1-96e5-c6239c26ded7,KIŠIB a-šur-e-mu-qí KIŠIB en-nam-a-šùr DUMU me-na-a KIŠIB i-dí-a-bi-im ša ḫu-bu-ul i-dí-a-bi₄-im 13.3333 ma-na KÙ.BABBAR ṣa-ru-pu-um u₄-mu-šu ma-al-ú ša a-mur-IŠTAR,"Seal of Aššur-emūqī, seal of Ennam-Aššur s. of Menaya, seal of Iddin-abum. Concerning Iddin-abum's debt of 13.3333 minas of refined silver. His term has expired. Concerning Amur-Ištar.","Seal of Aššur-emūqi, seal of Ennam-Aššur son of Menaya, seal of Iddin-abum. Concerning Iddin-abum's debt. 13.3333 minas of refined silver, his terms are exceeded.",5,KIŠIB a-šur-e-mu-qí KIŠIB en-nam-a-šur KIŠIB a-šur-e-mu-qí ša be-lúm-ba-ni KIŠIB en-nam-a-šur KIŠIB me-na-a KIŠIB i-dí-a-bi₄-im ša ḫu-bu-ul i-dí-a-bi₄-im 13.3333 ma-na KÙ.BABBAR ṣa-ru-pá-am <gap> u₄-mu-šu ma-al-ú ša a-mur-IŠTAR,77.73415357029208,187,260
04810846-95dd-4ff0-bd99-33a1da243065,a-na en-um-a-šur ù SIG₅-pí-a-šur a-na SIG₅-pí-a-šur qí-bi-ma um-ma ša-ta-na-ma 10 GÍN KÙ.BABBAR ṣa-ru-pá-am a-na ší-a-ma-tim a-dí-na-kum 3 ša-lá-ší-šu qá-dum ša ḫa-ra-an a-lim{ki} ḫa-ra-nam ú-qá a-ma-kam KÙ.BABBAR ú ší-a-ma-tí-šu a-na en-um-a-šur šu-qúl,To Ennam-Aššur and Damiq-pī-Aššur; specifically to Damiq-pī-Aššur from Šāt-Anna: I gave you 10 shekels of refined silver for purchases. Three times I waited for the caravan together with those on the road to the City. Pay the silver or the goods bought with it there to Ennam-Aššur.,"To Ennam-Aššur and Damiq-pī-Aššur; specifically to Damiq-pī-Aššur from Šāt-Anna: I gave you 10 shekels of refined silver for purchases. I will conduct 3 pairs of packets, including those from those from the City trip. Pay the silver and the purchases to Ennam-Aššur.",3,a-na en-um-a-šur ù SIG₅-pí-a-šur a-na SIG₅-pí-a-šur qí-bi-ma um-ma ša-ta-na-ma 10 GÍN KÙ.BABBAR ṣa-ru-pá-am a-na ší-a-ma-tim a-dí-na-kum a-na 3 ší-ni-šu ILLAT iš-tí ša i-ḫa-ra-ni a-na a-lim{ki} aq-bi₄ KÙ.BABBAR ù lu-qú-tám ša a-ma-kam a-na en-um-a-šur šu-qú-ul,73.21556704417553,295,298
