doc_idx,oare_id,sent_idx,n_sents,akk_bytes,is_long,eng_sent,akk_pred,match_start_tok,match_end_tok,match_score,matched_segment
29,d65e3010-290f-4aff-9bca-73b9949908d3,3,6,303,False,Aššur-lamassī?,a-šur-lá-ma-sí <gap>,14,15,89.97368163507791,a-šur-lá-ma-sí
29,d65e3010-290f-4aff-9bca-73b9949908d3,4,6,303,False,Buy from my funds Akkadian textiles for a value of 1 mina of silver?,i-na ma-aḫ-ri-a TÚG a-ki-dí-e ša 1 ma-na KÙ.BABBAR ša-ma-nim,19,25,72.9593941825062,a-ki-dí-e ša 1 ma-na KÙ ša-ma-nim
29,d65e3010-290f-4aff-9bca-73b9949908d3,5,6,303,False,"As for a harnesser, when you are hiring one, (even) when it concerns (only) 3 textiles of fine quality and do not entrust them to <gap>""""",kà-ṣa-ar i-nu-mì ta-ag-ra-ni šu-ma 3 TÚG SIG₅ ù a-na <gap> lá ta-pá-qí-da <gap>,26,36,66.25813565319572,i-nu-mì ta-ga-ra-ni šu-ma 3 TÚG SIG₅ ú ma-na-a lá ta-pá-qí-da
30,a93199e0-142c-483c-b8ed-e42d79678063,0,8,489,False,200 measures of barley - by the 3--measure of <gap> he himself will complement (it in?) the City - are with Ennam-Aššur.,2 me-at Ì.GIŠ i-na 3-ší-im ša <gap> a-lim{ki} šu-ut-ma ú-ma-lá iš-tí en-um-a-šur i-ba-ší,7,13,59.26794960392425,šu-ut-ma ú-ma-lá iš-tí en-nam-a-šur 2 me
30,a93199e0-142c-483c-b8ed-e42d79678063,1,8,489,False,250 3-measure of barley - by the 3-measure of <gap> he himself will complement (it in?) the city - are with Abaya.,2 me-at 50 Ì.GIŠ ŠE-um i-na 3 ŠE-um ša <gap> šu-ut-ma ú-ma-lá iš-tí a-ba-a i-ba-ší,20,27,62.398738239367916,šu-ut-ma ú-ma-lá iš-tí a-ba-a 42 ŠE-am i-na
30,a93199e0-142c-483c-b8ed-e42d79678063,2,8,489,False,42?,42 ma-na 2 GÍN KÙ.BABBAR ṣa-ru-pá-am il₅-ta-qé,24,27,18.36478108974859,42 ŠE-am i-na
30,a93199e0-142c-483c-b8ed-e42d79678063,3,8,489,False,"measures of barley, by the 3 -measure of <gap>, are with Aššur-taklāk.",ší-im ŠE-am i-na 3 ku-ta-ni ša <gap> iš-tí a-šur-ta-ak-lá-ak i-ba-ší,25,31,58.179308910845194,ŠE-am i-na ṣí-im-dim ša-bu-tim iš-tí a-šur-ta-ak-lá-ak
30,a93199e0-142c-483c-b8ed-e42d79678063,4,8,489,False,104 3--measures of barley - by the 3--measure of <gap> - he himself will complement (it in?) the city - are with Abaya.,1 me-at 4 ku-ta-ni ŠE-am i-na ṣé-er <gap> a-lim{ki} šu-ut-ma ú-ma-lá iš-tí a-ba-a i-ba-ší,20,27,68.29260041889144,šu-ut-ma ú-ma-lá iš-tí a-ba-a 42 ŠE-am i-na
30,a93199e0-142c-483c-b8ed-e42d79678063,5,8,489,False,He shall measure it out now.,a-na-kam i-ma-qú-ut,3,4,26.5372320421211,i-na
30,a93199e0-142c-483c-b8ed-e42d79678063,6,8,489,False,Three tablets.,3 ṭup-pu-ú ší-it-ru-tum,46,48,77.30018185423815,3 ṭup-pu-ú
30,a93199e0-142c-483c-b8ed-e42d79678063,7,8,489,False,"8 3--measures of barley with Ewarnum; 50 3--measures of barley - he himself will complement (it in?) the city - are with Ennam-Adad, son of Šunāya.",8 3-ší-ta ŠE-am iš-tí e-wa-ar-nim 50 3-ší-ta ŠE-am a-lá-an šu-ut-ma ú-ma-lá iš-tí en-um-{d}IM DUMU šu-na-a i-ba-ší,51,63,54.186064094397146,KI e-wa-ar-nim 50 BANEŠ ŠE-am a-lam₅{ki} šu-ut-ma ú-ma-lá KI en-nam-{d}IM DUMU šu-na-a
31,b575f2c1-e228-4afe-a720-65f70fc7e639,0,2,255,False,Tūraya son of Uzuwa has received 10 minas of refined silver from the proceeds of Ušinalam's wool.,10 ma-na KÙ.BABBAR ṣa-ru-pá-am tù-ur-a-a DUMU ú-zu-a i-na ší-im SÍG.ḪI.A ša ú-ší-na-lam il₅-qé,0,13,100.0,10 ma-na KÙ.BABBAR ṣa-ru-pá-am tù-ur-a-a DUMU ú-zu-a i-na ší-im SÍG.ḪI.A ša ú-ší-na-lam il₅-qé
31,b575f2c1-e228-4afe-a720-65f70fc7e639,1,2,255,False,"Witnessed by Aššur-imittī son of Dudiki, by Enna-Suen, by Aššur-emūqī son of Ikūnum, by Aššur-ṭāb son of Enna-Suen, (grand)son of Zalidī.",IGI a-šùr-i-mì-tí DUMU du-dí-ki IGI en-na-sú-in IGI a-šùr-e-mu-qí DUMU i-ku-nim IGI a-šùr-DU₁₀ DUMU en-na-sú-in DUMU za-li-dí,13,29,100.0,IGI a-šùr-i-mì-tí DUMU du-dí-ki IGI en-na-sú-in IGI a-šùr-e-mu-qí DUMU i-ku-nim IGI a-šùr-DU₁₀ DUMU en-na-sú-in DUMU za-li-dí
32,bca184e1-614f-484c-b441-67f5a5696b3c,0,3,155,False,Ennam-Aššur has seized 36 talents of wool belonging to Ilī-dan that was in Irʾibum's house.,36 GÚ SÍG.ḪI.A ša ì-lí-dan ša i-na É ir-i-bi₄-im i-ba-ší-ú en-um-a-šùr iṣ-ba-at,0,10,93.39392802973306,36 GÚ SÍG.ḪI.A ša ì-lí-dan ša i-na É ir-i-bi₄-im i-ba-ší-ú
32,bca184e1-614f-484c-b441-67f5a5696b3c,1,3,155,False,He said: You must not release it.,um-ma šu-ut-ma lá tù-šar,12,16,100.0,um-ma šu-ut-ma lá tù-šar
32,bca184e1-614f-484c-b441-67f5a5696b3c,2,3,155,False,"If you release it, in the house<gap>""""",šu-ma tù-ša-ra-šu i-na be-tim <gap>,16,20,37.8365024114484,tù-šar-ma i-na É-tí <gap>
33,83f611ec-6cf6-4f07-9604-62abcb1e6fa3,0,3,158,False,Iddin-abum owes 13.3333 minas of silver to Amur-Ištar.,13.3333 ma-na KÙ.BABBAR i-ṣé-er i-dí-a-bi₄-im a-mur-IŠTAR i-šu,4,8,87.7637308615435,i-ṣé-er i-dí-a-bi₄-im a-mur-IŠTAR i-šu
33,83f611ec-6cf6-4f07-9604-62abcb1e6fa3,1,3,158,False,His term has expired.,u₄-mu-šu ma-al-ú,8,10,100.0,u₄-mu-šu ma-al-ú
33,83f611ec-6cf6-4f07-9604-62abcb1e6fa3,2,3,158,False,"Witnessed by Aššur-emūqi, by Ennam-Aššur son of Menaya.",IGI a-šur-e-mu-qí IGI en-nam-a-šur DUMU me-na-a,10,16,100.0,IGI a-šur-e-mu-qí IGI en-nam-a-šur DUMU me-na-a
34,302489d1-fcff-430f-84c5-a1fb567c8e55,0,4,547,True,"41 minas 11.5 shekels of refined silver, sealed by your representatives and by me - 3 packages; further, 0.6666 mina 1 shekel of silver, its transport tariff - all this I entrusted to Šu-Nūnu and Ilī-ašrannī, and they brought it to Šalim-Aššur in the City.",41 ma-na 11.5 GÍN KÙ.BABBAR ṣa-ru-pá-am ku-nu-ki ša ki-ma ku-a-tí ù ku-nu-ki-a 3 né-pí-šu a-ḫa-ma 0.6666 ma-na 1 GÍN KÙ.BABBAR ša-du-a-sú mì-ma a-nim a-na šu-nu-nu ù ì-lí-áš-ra-ni áp-qí-id-ma a-ṣé-er ša-lim-a-šùr a-na a-lim{ki} ub-lu,1,34,87.42932269900405,ma-na 11.5 GÍN KÙ.BABBAR ṣa-ru-pá-am ku-nu-ku ša ki-ma šu-a-tí ú ku-nu-ki-a 3 né-pí-šu a-ḫa-ma 0.6666 ma-na 1 GÍN KÙ.BABBAR ša-du-a-sú mì-ma a-nim a-na šu-nu-nu ù ì-lí-áš-ra-ni áp-qí-id-ma a-na ṣé-er ša-lim-a-šur a-na a-lim{ki} ub-lu
34,302489d1-fcff-430f-84c5-a1fb567c8e55,1,4,547,True,"Furthermore, 5 shekels of silver I gave them for their food.",a-ḫa-ma 5 GÍN KÙ.BABBAR a-na ú-ku-ul-tí-šu-nu a-dí-in,34,40,96.41309293578666,a-ḫa-ma 5 GÍN KÙ.BABBAR a-na ú-ku-ul-tí-šu-nu
34,302489d1-fcff-430f-84c5-a1fb567c8e55,2,4,547,True,"Witnessed by Ahu-waqar son of Šu-Ištar, by Baziya son of Ilī-kurub, by the son of Qardaya.",IGI a-ḫu-wa-qar DUMU šu-IŠTAR IGI ba-zi-a DUMU DINGIR-kur-ub IGI DUMU qar-da-a,41,52,90.79278813504732,IGI a-ḫu-wa-qar DUMU šu-IŠTAR IGI ba-zi-a DUMU DINGIR-ku-ru-ub IGI DUMU qar-da-a
34,302489d1-fcff-430f-84c5-a1fb567c8e55,3,4,547,True,"Furthermore, I gave 10 shekels of silver to Šu-Nūnu as a working capital and 7 shekels of silver to Ilī-ašrannī witnessed by them.",a-ḫa-ma 10 GÍN KÙ.BABBAR a-na šu-nu-nu a-na be-a-lim ù 7 GÍN KÙ.BABBAR a-na ì-lí-áš-ra-ni IGI šu-nu-ni a-dí-in,53,65,75.49205870727465,10 GÍN KÙ.BABBAR a bé-a-lim a-na šu-nu-nu 7 GÍN KÙ.BABBAR a-na ì-lí-áš-ra-ni
35,56727b0e-4185-4be1-96e5-c6239c26ded7,0,5,187,False,"Seal of Aššur-emūqī, seal of Ennam-Aššur s.",KIŠIB a-šur-e-mu-qí KIŠIB en-nam-a-šur KIŠIB a-šur-e-mu-qí ša be-lúm-ba-ni KIŠIB en-nam-a-šur,0,5,61.773954017485735,KIŠIB a-šur-e-mu-qí KIŠIB en-nam-a-šùr DUMU
35,56727b0e-4185-4be1-96e5-c6239c26ded7,1,5,187,False,"of Menaya, seal of Iddin-abum.",KIŠIB me-na-a KIŠIB i-dí-a-bi₄-im,5,8,77.62753082870678,me-na-a KIŠIB i-dí-a-bi-im
35,56727b0e-4185-4be1-96e5-c6239c26ded7,2,5,187,False,Concerning Iddin-abum's debt of 13.3333 minas of refined silver.,ša ḫu-bu-ul i-dí-a-bi₄-im 13.3333 ma-na KÙ.BABBAR ṣa-ru-pá-am <gap>,8,14,92.19429765856985,ša ḫu-bu-ul i-dí-a-bi₄-im 13.3333 ma-na KÙ.BABBAR
35,56727b0e-4185-4be1-96e5-c6239c26ded7,3,5,187,False,His term has expired.,u₄-mu-šu ma-al-ú,15,17,100.0,u₄-mu-šu ma-al-ú
35,56727b0e-4185-4be1-96e5-c6239c26ded7,4,5,187,False,Concerning Amur-Ištar.,ša a-mur-IŠTAR,17,19,100.0,ša a-mur-IŠTAR
36,04810846-95dd-4ff0-bd99-33a1da243065,0,3,295,False,To Ennam-Aššur and Damiq-pī-Aššur; specifically to Damiq-pī-Aššur from Šāt-Anna: I gave you 10 shekels of refined silver for purchases.,a-na en-um-a-šur ù SIG₅-pí-a-šur a-na SIG₅-pí-a-šur qí-bi-ma um-ma ša-ta-na-ma 10 GÍN KÙ.BABBAR ṣa-ru-pá-am a-na ší-a-ma-tim a-dí-na-kum,0,16,100.0,a-na en-um-a-šur ù SIG₅-pí-a-šur a-na SIG₅-pí-a-šur qí-bi-ma um-ma ša-ta-na-ma 10 GÍN KÙ.BABBAR ṣa-ru-pá-am a-na ší-a-ma-tim a-dí-na-kum
36,04810846-95dd-4ff0-bd99-33a1da243065,1,3,295,False,Three times I waited for the caravan together with those on the road to the City.,a-na 3 ší-ni-šu ILLAT iš-tí ša i-ḫa-ra-ni a-na a-lim{ki} aq-bi₄,19,24,37.75168201430554,ša ḫa-ra-an a-lim{ki} ḫa-ra-nam ú-qá
36,04810846-95dd-4ff0-bd99-33a1da243065,2,3,295,False,Pay the silver or the goods bought with it there to Ennam-Aššur.,KÙ.BABBAR ù lu-qú-tám ša a-ma-kam a-na en-um-a-šur šu-qú-ul,24,31,56.60998271189819,a-ma-kam KÙ.BABBAR ú ší-a-ma-tí-šu a-na en-um-a-šur šu-qúl
37,4633e49c-6469-4b90-a381-a9853f1c0b9f,0,9,624,True,"<gap> month Qarra'ātum, eponymy Buzuzu.",<gap> ITU.KAM qá-ra-a-tim li-mu-um bu-zu-zu,2,6,95.38947061184692,ITU.KAM qá-ra-a-tim li-mu-um bu-zu-zu
37,4633e49c-6469-4b90-a381-a9853f1c0b9f,1,9,624,True,He will give me 20 minas of silver and I shall lay claim to that.,20 ma-na KÙ.BABBAR i-da-nam-ma i-na ša-qá-lam a-ša-qal,6,9,69.88736597762708,20 ma-na KÙ.BABBAR
37,4633e49c-6469-4b90-a381-a9853f1c0b9f,2,9,624,True,"Witnessed by Aššur-rabi, by Aššur-šamšī, by Pilah-Aššur.",IGI a-šur-GAL IGI a-šur-{d}UTU-ši IGI pí-lá-aḫ-a-šur,13,19,100.0,IGI a-šur-GAL IGI a-šur-{d}UTU-ši IGI pí-lá-aḫ-a-šur
37,4633e49c-6469-4b90-a381-a9853f1c0b9f,3,9,624,True,10 minas of refined silver is owed by our own Puzur-Anna.,10 ma-na KÙ.BABBAR ṣa-ru-pá-am i li-bi PUZUR₄-a-na ni-a-im,19,26,72.4914103421103,10 ma-na KÙ.BABBAR ṣa-ru-pu-um iš-tí PUZUR₄-a-na ni-a-im
37,4633e49c-6469-4b90-a381-a9853f1c0b9f,4,9,624,True,Reckoned from the week of Aššur-taklāku and Kasiya he is to pay in 30 weeks.,iš-tù ḫa-mu-uš-tim ša a-šur-ta-ak-lá-ku ù kà-sí-a a-na 30 ḫa-am-ša-tim i-ša-qal,27,35,95.31401247443964,ḫa-mu-uš-tim ša a-šur-ta-ak-lá-ku ù kà-sí-a a-na 30 ḫa-am-ša-tim
37,4633e49c-6469-4b90-a381-a9853f1c0b9f,5,9,624,True,"If he has not paid (in time), he will add interest at the rate 1.5 shekel per month per mina.",šu-ma lá iš-qú-ul 1.5 GÍN.TA i-na ITU.KAM a-na ma-na-im ú-ṣa-áb,35,43,75.24617846116956,šu-ma lá iš-qúl 0.5 GÍN.TA i-na ITU.KAM a-na
37,4633e49c-6469-4b90-a381-a9853f1c0b9f,6,9,624,True,"Month Te'inātum, eponymy Amur-Aššur son of Karriya.",ITU.1.KAM té-i-na-tim li-mu-um a-mur-a-šur DUMU kà-ri-a,48,51,85.75606486365453,té-i-na-tim li-mu-um a-mur-a-šur
37,4633e49c-6469-4b90-a381-a9853f1c0b9f,7,9,624,True,"Witnessed by Puzur-Adad son of Iddin-Ištar, by Dumqaya son of Kurub-Ištar.",IGI PUZUR₄-{d}IM DUMU i-dí-IŠTAR IGI dum-qá-a DUMU kur-ub-IŠTAR,51,56,86.55083729785875,IGI PUZUR₄-{d}IM DUMU i-dí-IŠTAR IGI
37,4633e49c-6469-4b90-a381-a9853f1c0b9f,8,9,624,True,<gap> receive <gap> on to of the silver <gap> Aššur-taklāku <gap>,<gap> i-na KÙ.BABBAR <gap> a-šur-ta-ak-lá-ku <gap>,63,67,93.8241244519842,KÙ.BABBAR <gap> a-šur-ta-ak-lá-ku <gap>
38,095aba0d-c812-48a0-bccf-a60f64593b0f,0,3,213,False,The attorney whom you will contract against Itūr-ilī - indicate his name in the tablet from the City.,ra-bi-ṣú-um ša a-na i-tur₄-DINGIR tù-ra-dí-ú i-na ṭup-pì-im ša a-lim{ki} šu-um-šu wa-dí,6,13,71.49617317071471,i-na ṭup-pì-im ša a-lim{ki} šu-a-tí-ma šu-um-šu wa-dí
38,095aba0d-c812-48a0-bccf-a60f64593b0f,1,3,213,False,"If the attorney has already left, (give) the tablets to an express transport, a reliable affiliated trader.",šu-ma ra-bi-ṣú-um i-ta-ṣa-am ṭup-pè a-na ba-áb ḫa-ra-nim DUMU um-me-a-nim ke-nim,13,21,67.64324042589065,šu-ma ra-bi-ṣú-um i-ta-ṣa-am ṭup-pé-e a-na ba-tí-qí-im DUMU um-me-a-ni
38,095aba0d-c812-48a0-bccf-a60f64593b0f,2,3,213,False,"Here I am ready to pay every shekel of silver and satisfy him, even if I must turn to merchants regarding the silver (to borrow it), so do go to the City together with the merchant of my father and get hold of a tablet concerning the corresponding amount and <gap> a tablet from the City <gap>",a-na-kam KÙ.BABBAR 1 GÍN a-ša-qá-lá-ma ú-ša-áš-qí-il₅-šu šu-ma a-dí DAM.GÀR a-šu-mì KÙ.BABBAR a-ša-qá-lá-ni iš-tí DAM.GÀR a-bi-a a-li-kam-ma ṭup-pá-am ša me-eḫ-ri-im le-qé-a-ma <gap> ṭup-pá-am ša a-lim{ki} <gap>,6,18,30.138014444958785,i-na ṭup-pì-im ša a-lim{ki} šu-a-tí-ma šu-um-šu wa-dí šu-ma ra-bi-ṣú-um i-ta-ṣa-am ṭup-pé-e a-na
39,45e8d7f5-03bb-4f77-b610-fb5b485cfc6b,0,5,607,True,"From Innaya to Aššur-ṭāb and Puzur-Aššur: The king and queen here have written to the road-guards concerning smuggling, saying: Seize anyone you observe carrying textiles and tin in the land, and then withhold the tin and textiles and lead the criminal to me."" Also, they have written to the Narrow Track.",um-ma i-na-a-ma a-na a-šur-DU₁₀ ù PUZUR₄-a-šur qí-bi-ma a-na-kam ru-ba-um ù ru-ba-um a-na ša pá-zu-ur-tim ša pá-zu-ur-tim iš-pu-ru-ma um-ma šu-nu-ma ša i-na ma-at TÚG.ḪI.A ù AN.NA ta-na-ṣú-ru ṣa-áb-ta-ma AN.NA ù TÚG.ḪI.A kà-i-lá-ma ra-bi-ṣú-am ra-dí-am ù a-na ḫa-ra-nim sú-ki-nim iš-pu-ru,0,24,72.39627948734027,um-ma i-na-a-ma a-na a-šur-DU₁₀ ú MAN-a-šur qí-bi-ma a-na-kam ru-ba-um ù ru-ba-tum a-na ḫa-ra-na-tim ša pá-zu-ur-tim iš-pu-ru-ma um-ma šu-nu-ma ša i ma-tim TÚG.ḪI.A ù AN.NA
39,45e8d7f5-03bb-4f77-b610-fb5b485cfc6b,1,5,607,True,"Urgent, do not smuggle tin and textiles and do not commit anything to the Narrow Track.",a-pu-tum AN.NA ù TÚG.ḪI.A lá tù-pá-ḫi-ra-ma a-na ḫa-ra-nim mì-ma lá tù-šar,45,50,74.48569421304954,a-pu-tum AN.NA ù TÚG.ḪI.A lá
39,45e8d7f5-03bb-4f77-b610-fb5b485cfc6b,2,5,607,True,"Urgent, the orders are strict.",a-pu-tum a-wa-tum da-na-at,58,61,100.0,a-pu-tum a-wa-tum da-na-at
39,45e8d7f5-03bb-4f77-b610-fb5b485cfc6b,3,5,607,True,Do not send anything lest you be sorry.,Mì-ma lá tù-šé-bi₄-lam i-ḫi-id,55,57,37.075445835431665,mì-ma lá
39,45e8d7f5-03bb-4f77-b610-fb5b485cfc6b,4,5,607,True,"Let him hear the letter and send it to Aššur- ṭāb.""",ṭup-pá-am li-iš-me-ma a-ṣé-er a-šur-DU₁₀ ṭù-ur-da-nim,67,71,44.912254853729685,ṭup-pá-am ší-ta-me-šu-ma a-na a-šur-DU₁₀
40,2ab54625-1599-4175-ae15-6cdd90b0d960,0,8,661,True,"<gap>-ālim <gap>Bēlānum <gap> sea of Atata <gap> shekels of 'dust silver' <gap>, son of Aššur-šamšī, owes to the creditor.",<gap> a-lim <gap> be-lá-nim <gap> KIŠIB a-ta-ta <gap> GÍN KÙ.BABBAR SAḪAR.BA i-ṣé-er DUMU a-šur-{d}UTU-ši DAM.GÀR i-šu,0,16,100.0,<gap> a-lim <gap> be-lá-nim <gap> KIŠIB a-ta-ta <gap> GÍN KÙ.BABBAR SAḪAR.BA i-ṣé-er DUMU a-šur-{d}UTU-ši DAM.GÀR i-šu
40,2ab54625-1599-4175-ae15-6cdd90b0d960,1,8,661,True,From month VI he will pay in <gap> months.,iš-tù ITU.1.KAM ku-zal-li a-na <gap> ITU.KAM i-ša-qal,16,22,50.24871879719208,iš-tù ITU.KAM ḫu-bur a-na ITU-<gap>-KAM i-ša-qal
40,2ab54625-1599-4175-ae15-6cdd90b0d960,2,8,661,True,If he does not pay he will add interest in accordance with the rule of the .,šu-ma lá iš-qú-ul ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb,25,30,90.93287247104075,ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb
40,2ab54625-1599-4175-ae15-6cdd90b0d960,3,8,661,True,The bearer of the tablet is the creditor.,a-wi-il₅ ṭup-pí-im DAM.GÀR,31,32,68.48394917251291,ṭup-pí-im
40,2ab54625-1599-4175-ae15-6cdd90b0d960,4,8,661,True,"Eponymy of Aššur-imittī, son of Iddin-Ištar.",LUGAL-mì-tí DUMU i-dí-IŠTAR li-mu-um a-šur-i-mì-tí DUMU i-dí-IŠTAR,34,38,59.22897067557336,li-mu-um a-šùr-mì-ti DUMU i-dí-IŠTAR
40,2ab54625-1599-4175-ae15-6cdd90b0d960,5,8,661,True,"Seal of Ennum-Aššur, son of Aba<gap>, seal of <gap>, son of Amur-Ištar, seal of Abiaya son of Uzua.",KIŠIB en-um-a-šur DUMU a-ba-<gap> KIŠIB <gap> DUMU a-mur-IŠTAR KIŠIB a-bi-a-a DUMU ú-zu-a,40,50,95.34795726666854,DUMU a-ba-<gap> KIŠIB <gap> DUMU a-mur-IŠTAR KIŠIB a-bi-a-a DUMU ú-zu-a
40,2ab54625-1599-4175-ae15-6cdd90b0d960,6,8,661,True,"0.3333 mina 5 shekels of 'dust silver' the capital of Kuliya, son of Ali-abum, Abiaya, son of Uzua, has in possession, he is held by the silver.",0.3333 ma-na 5 GÍN KÙ.BABBAR SAḪAR.BA ší-im ku-li-a DUMU a-lá-bi₄-im a-bi-a-a DUMU ú-zu-a i-na li-bi₄ KÙ.BABBAR uk-ta-al,50,62,74.61729669887978,0.3333 ma-na 5 GÍN KÙ.BABBAR SAḪAR.BA be-ú-lá-at ku-li-ia DUMU a-lá-bi₄-im a-bi-a-a DUMU
40,2ab54625-1599-4175-ae15-6cdd90b0d960,7,8,661,True,"If he goes away to somewhere else, I will hire a hireling and he will compensate the wages of the hireling.",šu-ma a-šar-ma-am i-ta-lá-ak ig-ri-im a-ga-am-ra-ma ig-ri ig-ri-im i-ma-lá,70,75,35.597654593579904,ag-ra-am ú-ga-ar-ma ig-re ag-ri-im ú-ma-lá
41,b2a35edb-8f41-4666-b6ff-8e1aa4c1822c,0,7,915,True,"To Šu-Tammuzi, Elaya, Abada and Lamassī from Adida and Ali-ahum: Under the seal of Man-mahir son of Amur-Ištar (and) Enna-Suen son of Iddin-abum Itūr-ilī gave 18.6666 shekels 15 grains in the form of rings of iron to Ennam-Aššur.",a-na šu-ta-mu-zi e-lá-a a-ba-da ù lá-ma-sí qí-bi-ma um-ma a-dí-da ù a-lá-ḫu-um-ma KIŠIB ma-ma-ḫi-ir DUMU a-mur-IŠTAR en-na-sú-in DUMU i-dí-a-bi₄-im 18.6666 GÍN 15 ŠE a-ni-qá-tim ša a-mu-tim i-tur₄-DINGIR a-na en-um-a-šur i-dí-in,0,30,90.88482058686178,a-na šu-ta-mu-zi e-lá-a a-ba-ba ù lá-ma-sí qí-bi-ma um-ma a-dí-da ù a-lá-ḫu-um-ma KIŠIB ma-ma-ḫi-ir DUMU a-mur-IŠTAR KIŠIB en-na-sú-in DUMU i-dí-a-bi₄-im 18.6666 GÍN 15 ŠE a-ni-qí ša a-mu-tim i-tur₄-DINGIR a-na en-um-a-šur i-dí-in
41,b2a35edb-8f41-4666-b6ff-8e1aa4c1822c,1,7,915,True,From here and from there it will pass overland in the name of Ennam-Aššur.,iš-tù a-na-kam ù a-na-kam GÁN-lam a-šu-mì en-um-a-šur e-tí-iq,32,37,52.419874342157954,ù a-lá-num a-šu-mì en-um-a-šur-ma e-tí-iq
41,b2a35edb-8f41-4666-b6ff-8e1aa4c1822c,2,7,915,True,"He shall sell the iron and for the 22.5 minas of silver that Lā-qēp (owes to a merchant, the name of the merchant has been announced: Ennam-Aššur is the merchant.) The iron will be sold and Ennam-Aššur will recieve 22.5 minas of silver, and then Itūr-ilī will recieve the rest of the silver.",a-mu-tám i-da-an-ma 22.5 ma-na KÙ.BABBAR ša lá-qé-ep a-na tám-kà-ri-im i-šu-ú šu-mì tám-kà-ru-um i-ta-ad-mì-iq-ma 22.5 ma-na KÙ.BABBAR en-um-a-šur i-lá-qé-ma ù ší-tí KÙ.BABBAR i-tur₄-DINGIR i-lá-qé,39,59,69.91080184615599,22.5 ma-na KÙ.BABBAR ša lá-qé-ep a-na <gap> tám-kà-ru-um a-mu-tum i-na-dí-in-ma 22.5 ma-na KÙ BABBAR en-um-a-šur i-lá-qé-ma ší-tí KÙ.BABBAR-pì-im i-tur₄-DINGIR i-lá-qé
41,b2a35edb-8f41-4666-b6ff-8e1aa4c1822c,3,7,915,True,If he has not sold the iron Ennam-Aššur will return the iron to Itūr-ilī and Itūr-ilī will pay silver for it to Ennam-Aššur.,šu-ma a-mu-tám en-um-a-šur lá i-dí-nu a-mu-tám a-na i-tur₄-DINGIR ú-ta-e-ra-ma KÙ.BABBAR i-tur₄-DINGIR a-na en-um-a-šur i-ša-qal,59,73,76.31087017622626,šu-ma a-mu-tám lá i-tí-dí-in a-mu-tám en-um-a-šur a-na i-tur₄-DINGIR ú-ta-ar-ma KÙ.BABBAR-šu i-tur₄-DINGIR a-na en-um-a-šur i-ša-qal
41,b2a35edb-8f41-4666-b6ff-8e1aa4c1822c,4,7,915,True,Itūr-ilī gave 0.3333 mina of beads(?) plus 2 good to Ennam-Aššur for purchases.,0.3333 ma-na ḫi-dim ù 2 ší-ni-šu i-tur₄-DINGIR a-na en-um-a-šur a-na ší-a-ma-tim ta-dí-in,80,86,69.7898444963136,i-tur₄-DINGIR a-na en-um-a-šur a ší-a-ma-tim i-dí-in
41,b2a35edb-8f41-4666-b6ff-8e1aa4c1822c,5,7,915,True,From here and from there it will pass overland in the name of Itūr-Ilī.,iš-tù a-na-kam ù a-na-kam GÁN-lam a-šu-mì i-tur₄-DINGIR e-tí-iq,89,93,75.38270772485103,eq-lam a-šu-mì i-tur₄-DINGIR e-tí-iq
41,b2a35edb-8f41-4666-b6ff-8e1aa4c1822c,6,7,915,True,In accordance with the certified tablet that I hold <gap>,a ma-lá ṭup-pí-im ḫa-ru-mu-tim ša ú-kà-lu <gap>,93,99,59.71957670761557,a ma-lá ṭup-pì-im ḫa-ar-mì-im ša ú-kà-lu
42,41debbf3-3b25-4c4c-afdc-4ca1f1ec426c,0,3,205,False,"Seal of Uraya son of Manana, seal of Amurrum-bāni son of Manana.",KIŠIB ú-ra-a DUMU ma-na-na KIŠIB {d}MAR.TU-ba-ni DUMU ma-na-na,2,8,94.76770289505816,DUMU ma-na-na KIŠIB {d}MAR.TU-ba-ni DUMU ma-na-na
42,41debbf3-3b25-4c4c-afdc-4ca1f1ec426c,1,3,205,False,The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger.,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in,8,20,92.32819894043286,a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš-ki i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in
42,41debbf3-3b25-4c4c-afdc-4ca1f1ec426c,2,3,205,False,Buzutaya was our third man.,bu-zu-ta-a ša-li-iš-ni,20,22,100.0,bu-zu-ta-a ša-li-iš-ni
